"No","OldName","NewName","Status"
"33","33_LEAP_Supercharging_LLMs_for_Formal_Mathematics_2606.03303.pdf","33 - LEAP - Supercharging LLMs for Formal Mathematics with Agentic Frameworks.pdf","Renamed"
"34","34_Scaling_Laws_for_Agent_Harnesses_2605.29682.pdf","34 - Scaling Laws for Agent Harnesses via Effective Feedback Compute.pdf","Renamed"
"35","35_AutoLab_Long_Horizon_Auto_Research_and_Engineering_Tasks_2606.05080.pdf","35 - AutoLab - Can Frontier Models Solve Long-Horizon Auto Research and Engineering Tasks.pdf","Renamed"
"36","36_Learning_Agent_Compatible_Context_Management_AdaCoM_2605.30785.pdf","36 - Learning Agent-Compatible Context Management for Long-Horizon Tasks.pdf","Renamed"
"37","37_Learn_From_Your_Own_Latents_2605.27734.pdf","37 - Learn from your own latents and not from tokens - A sample-complexity theory.pdf","Renamed"
"38","38_A_Primer_in_Post_Training_Reasoning_Data_2606.02113.pdf","38 - A Primer in Post-Training Reasoning Data - What We Know About How It Works.pdf","Renamed"
"39","39_Harness_1_State_Externalizing_Harnesses_2606.02373.pdf","39 - Harness-1 - Reinforcement Learning for Search Agents with State-Externalizing Harnesses.pdf","Renamed"
"40","40_Do_More_Agents_Help_2606.05670.pdf","40 - Do More Agents Help Controlled and Protocol-Aligned Evaluation of LLM Agent Workflows.pdf","Renamed"
"41","41_SkillOpt_Executive_Strategy_for_Self_Evolving_Agent_Skills_2605.23904.pdf","41 - SkillOpt - Executive Strategy for Self-Evolving Agent Skills.pdf","Renamed"
"42","42_Compiling_Agentic_Workflows_into_LLM_Weights_2605.22502.pdf","42 - Compiling Agentic Workflows into LLM Weights.pdf","Renamed"
"43","43_AutoScientists_Self_Organizing_Agent_Teams_2605.28655.pdf","43 - AutoScientists - Self-Organizing Agent Teams for Long-Running Scientific Discovery.pdf","Renamed"
"44","44_Language_Models_Need_Sleep_2605.26099.pdf","44 - Do Language Models Need Sleep Offline Recurrence for Improved Online Inference.pdf","Renamed"
"45","45_Adapting_the_Interface_Not_the_Model_2605.22166.pdf","45 - Adapting the Interface, Not the Model.pdf","Renamed"
"46","46_The_Efficiency_Frontier_2605.23071.pdf","46 - The Efficiency Frontier - A Unified Framework for Cost-Performance Optimization in LLM Context Management.pdf","Renamed"
"47","47_Forecasting_Scientific_Progress_with_AI_2605.22681.pdf","47 - Forecasting Scientific Progress with Artificial Intelligence.pdf","Renamed"
"48","48_Your_Agents_Are_Aging_Too_2605.26302.pdf","48 - Your Agents Are Aging Too - Agent Lifespan Engineering for Deployed Systems.pdf","Renamed"
"49","49_Harnesses_for_Inference_Time_Alignment_2605.21516.pdf","49 - Harnesses for Inference-Time Alignment over Execution Trajectories.pdf","Renamed"
"50","50_Epicure_Navigating_the_Emergent_Geometry_of_Food_Ingredient_Embeddings_2605.22391.pdf","50 - Epicure - Navigating the Emergent Geometry of Food Ingredient Embeddings.pdf","Renamed"
"51","51_Attention_Is_All_You_Need_1706.03762.pdf","51 - Attention Is All You Need.pdf","Renamed"
"52","52_GPT_1_Improving_Language_Understanding_by_Generative_Pre_Training.pdf","52 - Improving Language Understanding by Generative Pre-Training.pdf","Renamed"
"53","53_BERT_Pre_training_of_Deep_Bidirectional_Transformers_1810.04805.pdf","53 - BERT - Pre-training of Deep Bidirectional Transformers for Language Understanding.pdf","Renamed"
"54","54_Transformer_XL_Attentive_Language_Models_Beyond_a_Fixed_Length_Context_1901.02860.pdf","54 - Transformer-XL - Attentive Language Models Beyond a Fixed-Length Context.pdf","Renamed"
"55","55_GPT_2_Language_Models_are_Unsupervised_Multitask_Learners.pdf","55 - Language Models are Unsupervised Multitask Learners.pdf","Renamed"
"56","56_ERNIE_Enhanced_Representation_through_Knowledge_Integration_1904.09223.pdf","56 - ERNIE - Enhanced Representation through Knowledge Integration.pdf","Renamed"
"57","57_DistilBERT_A_Distilled_Version_of_BERT_1910.01108.pdf","57 - DistilBERT, a distilled version of BERT - smaller, faster, cheaper and lighter.pdf","Renamed"
"58","58_T5_Exploring_the_Limits_of_Transfer_Learning_1910.10683.pdf","58 - Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.pdf","Renamed"
"59","59_RAG_Retrieval_Augmented_Generation_for_Knowledge_Intensive_NLP_2005.11401.pdf","59 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf","Renamed"
"60","60_GPT_3_Language_Models_are_Few_Shot_Learners_2005.14165.pdf","60 - Language Models are Few-Shot Learners.pdf","Renamed"
"61","61_AutoPrompt_Eliciting_Knowledge_from_Language_Models_2010.15980.pdf","61 - AutoPrompt - Eliciting Knowledge from Language Models with Automatically Generated Prompts.pdf","Renamed"
"62","62_RoFormer_Rotary_Position_Embedding_2104.09864.pdf","62 - RoFormer - Enhanced Transformer with Rotary Position Embedding.pdf","Renamed"
"63","63_LoRA_Low_Rank_Adaptation_of_Large_Language_Models_2106.09685.pdf","63 - LoRA - Low-Rank Adaptation of Large Language Models.pdf","Renamed"
"64","64_Codex_Evaluating_Large_Language_Models_Trained_on_Code_2107.03374.pdf","64 - Evaluating Large Language Models Trained on Code.pdf","Renamed"
"65","65_FLAN_Finetuned_Language_Models_are_Zero_Shot_Learners_2109.01652.pdf","65 - Finetuned Language Models Are Zero-Shot Learners.pdf","Renamed"
"66","66_GLaM_Efficient_Scaling_of_Language_Models_with_Mixture_of_Experts_2112.06905.pdf","66 - GLaM - Efficient Scaling of Language Models with Mixture-of-Experts.pdf","Renamed"
"67","67_WebGPT_Browser_Assisted_Question_Answering_2112.09332.pdf","67 - WebGPT - Browser-assisted question-answering with human feedback.pdf","Renamed"
"68","68_Chain_of_Thought_Prompting_2201.11903.pdf","68 - Chain-of-Thought Prompting Elicits Reasoning in Large Language Models.pdf","Renamed"
"69","69_PaLM_Scaling_Language_Modeling_with_Pathways_2204.02311.pdf","69 - PaLM - Scaling Language Modeling with Pathways.pdf","Renamed"
"70","70_InstructGPT_Training_Language_Models_to_Follow_Instructions_2203.02155.pdf","70 - Training language models to follow instructions with human feedback.pdf","Renamed"
"71","71_Lets_Verify_Step_by_Step_2305.20050.pdf","71 - Let's Verify Step by Step.pdf","Renamed"
"72","72_LLM_int8_8_bit_Matrix_Multiplication_for_Transformers_at_Scale_2208.07339.pdf","72 - LLM.int8() - 8-bit Matrix Multiplication for Transformers at Scale.pdf","Renamed"
"73","73_ReAct_Synergizing_Reasoning_and_Acting_in_Language_Models_2210.03629.pdf","73 - ReAct - Synergizing Reasoning and Acting in Language Models.pdf","Renamed"
"74","74_Toolformer_Language_Models_Can_Teach_Themselves_to_Use_Tools_2302.04761.pdf","74 - Toolformer - Language Models Can Teach Themselves to Use Tools.pdf","Renamed"
"75","75_LLaMA_Open_and_Efficient_Foundation_Language_Models_2302.13971.pdf","75 - LLaMA - Open and Efficient Foundation Language Models.pdf","Renamed"
"76","76_GPT_4_Technical_Report_2303.08774.pdf","76 - GPT-4 Technical Report.pdf","Renamed"
"77","77_QLoRA_Efficient_Finetuning_of_Quantized_LLMs_2305.14314.pdf","77 - QLoRA - Efficient Finetuning of Quantized LLMs.pdf","Renamed"
"78","78_Phi_1_Textbooks_Are_All_You_Need_2306.11644.pdf","78 - Textbooks Are All You Need.pdf","Renamed"
"79","79_RLAIF_vs_RLHF_Scaling_Reinforcement_Learning_with_AI_Feedback_2309.00267.pdf","79 - RLAIF vs. RLHF - Scaling Reinforcement Learning from Human Feedback with AI Feedback.pdf","Renamed"
"80","80_Superalignment_Weak_to_Strong_Generalization_2312.09390.pdf","80 - Weak-to-Strong Generalization - Eliciting Strong Capabilities With Weak Supervision.pdf","Renamed"
"81","81_GraphRAG_From_Local_to_Global_Query_Focused_Summarization_2404.16130.pdf","81 - From Local to Global - A Graph RAG Approach to Query-Focused Summarization.pdf","Renamed"
"82","82_DeepSeek_V4_Towards_Highly_Efficient_Million_Token_Context_Intelligence_2606.19348.pdf","82 - DeepSeek-V4 - Towards Highly Efficient Million-Token Context Intelligence.pdf","Renamed"
"83","83_DeepSeek_V3_2_Pushing_the_Frontier_of_Open_Large_Language_Models_2512.02556.pdf","83 - DeepSeek-V3.2 - Pushing the Frontier of Open Large Language Models.pdf","Renamed"
"84","84_DeepSeek_R1_Incentivizing_Reasoning_Capability_2501.12948.pdf","84 - DeepSeek-R1 - Incentivizing Reasoning Capability in LLMs via Reinforcement Learning.pdf","Renamed"
"85","85_DeepSeek_V3_Technical_Report_2412.19437.pdf","85 - DeepSeek-V3 Technical Report.pdf","Renamed"
"86","86_DeepSeek_Coder_V2_2406.11931.pdf","86 - DeepSeek-Coder-V2 - Breaking the Barrier of Closed-Source Models in Code Intelligence.pdf","Renamed"
"87","87_GLM_5V_Turbo_Native_Foundation_Model_for_Multimodal_Agents_2604.26752.pdf","87 - GLM-5V-Turbo - Toward a Native Foundation Model for Multimodal Agents.pdf","Renamed"
"88","88_GLM_OCR_Technical_Report_2603.10910.pdf","88 - GLM-OCR Technical Report.pdf","Renamed"
"89","89_GLM_5_From_Vibe_Coding_to_Agentic_Engineering_2602.15763.pdf","89 - GLM-5 - from Vibe Coding to Agentic Engineering.pdf","Renamed"
"90","90_GLM_TTS_Technical_Report_2512.14291.pdf","90 - GLM-TTS Technical Report.pdf","Renamed"
"91","91_ChatGLM_Family_from_GLM_130B_to_GLM_4_All_Tools_2406.12793.pdf","91 - ChatGLM - A Family of Large Language Models from GLM-130B to GLM-4 All Tools.pdf","Renamed"
"92","92_ByteDance_Seed_Neural_Basis_Time_Dependent_Variational_Monte_Carlo_2606.05850.pdf","92 - Towards stable and accurate electron dynamics via neural network based time-dependent variational Monte Carlo.pdf","Renamed"
"93","93_ByteDance_Seed_MetaPoint_Spatial_Control_in_Agentic_Visual_Generation_2606.05031.pdf","93 - MetaPoint - Unlocking Precise Spatial Control in Agentic Visual Generation.pdf","Renamed"
"94","94_ByteDance_Seed_Task_Focused_Memorization_for_Multimodal_Agents_2605.31075.pdf","94 - Task-Focused Memorization for Multimodal Agents.pdf","Renamed"
"95","95_ByteDance_Seed_More_Expressive_Feedforward_Layers_MoA_2605.26647.pdf","95 - More Expressive Feedforward Layers - Part I. Token-Adaptive Mixing of Activations.pdf","Renamed"
"96","96_ByteDance_Seed_On_Scale_Vectors_in_Large_Language_Models_2605.26895.pdf","96 - Negligible in Size, Significant in Effect - On Scale Vectors in Large Language Models.pdf","Renamed"
"97","97_LongCat_Video_Avatar_1_5_Technical_Report_2605.26486.pdf","97 - LongCat-Video-Avatar 1.5 Technical Report.pdf","Renamed"
"98","98_LongCat_AudioDiT_High_Fidelity_Diffusion_Text_to_Speech_2603.29339.pdf","98 - LongCat-AudioDiT - High-Fidelity Diffusion Text-to-Speech in the Waveform Latent Space.pdf","Renamed"
"99","99_LongCat_Next_Lexicalizing_Modalities_as_Discrete_Tokens_2603.27538.pdf","99 - LongCat-Next - Lexicalizing Modalities as Discrete Tokens.pdf","Renamed"
"100","100_LongCat_Flash_Prover_Agentic_Tool_Integrated_RL_2603.21065.pdf","100 - LongCat-Flash-Prover - Advancing Native Formal Reasoning via Agentic Tool-Integrated Reinforcement Learning.pdf","Renamed"
"101","101_LongCat_Flash_Thinking_2601_Technical_Report_2601.16725.pdf","101 - LongCat-Flash-Thinking-2601 Technical Report.pdf","Renamed"
"102","102_Hunyuan_GameCraft_2_Instruction_Following_Interactive_Game_World_Model_2511.23429.pdf","102 - Hunyuan-GameCraft-2 - Instruction-following Interactive Game World Model.pdf","Renamed"
"103","103_Hunyuan_MT_Technical_Report_2509.05209.pdf","103 - Hunyuan-MT Technical Report.pdf","Renamed"
"104","104_Hunyuan_GameCraft_High_Dynamic_Interactive_Game_Video_Generation_2506.17201.pdf","104 - Hunyuan-GameCraft - High-dynamic Interactive Game Video Generation with Hybrid History Condition.pdf","Renamed"
"105","105_Hunyuan_TurboS_Mamba_Transformer_and_Adaptive_CoT_2505.15431.pdf","105 - Hunyuan-TurboS - Advancing Large Language Models through Mamba-Transformer Synergy and Adaptive Chain-of-Thought.pdf","Renamed"
"106","106_Hunyuan_Game_Industrial_Grade_Intelligent_Game_Creation_Model_2505.14135.pdf","106 - Hunyuan-Game - Industrial-grade Intelligent Game Creation Model.pdf","Renamed"
"107","107_OpenAI_GeneBench_Pro_2026.pdf","107 - GeneBench-Pro - Evaluating Multistage Statistical Reasoning in Genomics, Quantitative Biology, and Translational Biomedicine.pdf","Renamed"
"108","108_OpenAI_GPT_5_6_Preview_System_Card_2026.pdf","108 - GPT-5.6 Preview System Card.pdf","Renamed"
"109","109_OpenAI_The_Shift_to_Agentic_AI_Evidence_from_Codex_2026.pdf","109 - The Shift to Agentic AI - Evidence from Codex.pdf","Renamed"
"110","110_OpenAI_LifeSciBench_Preprint_2026.pdf","110 - LifeSciBench - Evaluating Language Models on Realistic, Expert-Level Tasks in the Life Sciences.pdf","Renamed"
"111","111_OpenAI_TEMPO_Chan_Lam_Couplings_AI_Chemist_2026.pdf","111 - TEMPO Improves Generality and Decreases Oxidative Deboronation in Chan-Lam Couplings of Primary Sulfonamides.pdf","Renamed"
"112","112_Anthropic_Economic_Index_Cadences_2026.pdf","112 - Anthropic Economic Index report - Cadences.pdf","Renamed"
"113","113_Anthropic_Agentic_Coding_and_Persistent_Returns_to_Expertise_2026.pdf","113 - Agentic coding and persistent returns to expertise.pdf","Renamed"
"114","114_Anthropic_Labor_Market_Impacts_of_AI_2026.pdf","114 - Labor market impacts of AI - A new measure and early evidence.pdf","Renamed"
"115","115_Anthropic_Economic_Index_Learning_Curves_2026.pdf","115 - Anthropic Economic Index report - Learning curves.pdf","Renamed"
"116","116_Anthropic_Economic_Index_Economic_Primitives_2026.pdf","116 - Anthropic Economic Index report - Economic primitives.pdf","Renamed"
"117","117_Google_Gemini_Embedding_2_Native_Multimodal_Embedding_Model_2605.27295.pdf","117 - Gemini Embedding 2 - A Native Multimodal Embedding Model from Gemini.pdf","Renamed"
"118","118_Google_MedGemma_1_5_Technical_Report_2604.05081.pdf","118 - MedGemma 1.5 Technical Report.pdf","Renamed"
"119","119_Google_T5Gemma_TTS_Technical_Report_2604.01760.pdf","119 - T5Gemma-TTS Technical Report.pdf","Renamed"
"120","120_Google_T5Gemma_2_2512.14856.pdf","120 - T5Gemma 2 - Seeing, Reading, and Understanding Longer.pdf","Renamed"
"121","121_Google_VaultGemma_Differentially_Private_Gemma_Model_2510.15001.pdf","121 - VaultGemma - A Differentially Private Gemma Model.pdf","Renamed"
